ROAD_CLASS,DISTRICT,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,INVTYPE,VEHTYPE,HOUR,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,PEDESTRIAN,PASSENGER,POLICE_DIVISION,HOOD_ID,month
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,10,1,1,0,0,0,0,0,1,0,0,0,0,0,22,17,5
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Truck,15,0,1,0,0,0,0,1,1,1,0,0,1,0,13,108,6
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Turning Movement,Truck Driver,Truck,14,0,0,0,1,0,0,0,0,0,0,0,0,0,23,1,12
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Vehicle Owner,Other,13,0,1,0,0,0,0,0,0,0,0,0,1,0,11,86,1
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,11,0,1,0,1,0,0,0,1,0,0,0,1,0,42,128,8
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Automobile,20,0,1,0,0,0,0,0,0,0,0,0,0,1,42,118,10
Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,12,0,1,0,0,0,0,0,1,0,0,0,1,0,14,93,10
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,15,0,1,0,0,0,0,0,1,0,0,0,1,0,52,75,11
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,17,1,0,0,1,0,0,0,1,0,0,0,0,0,53,95,10
Major Arterial,Scarborough,Mid-Block,Other,No Control,Rain,Dark,Wet,Pedestrian Collisions,Passenger,Other,17,0,1,0,0,0,0,0,0,0,0,0,1,1,42,117,11
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,12,0,1,0,0,0,0,0,0,0,0,0,1,0,33,48,11
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,1,0,33,49,8
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Angle,Driver,Automobile,20,0,1,0,0,0,0,0,1,1,0,0,0,1,42,129,1
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Driver,Automobile,19,0,1,0,0,0,0,0,1,0,0,0,1,0,53,95,11
Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,20,0,0,0,0,1,0,0,0,0,0,0,1,0,55,68,4
Other,Toronto and East York,Exit Ramp,Other,No Control,Clear,Dark,Dry,SMV Other,Motorcycle Passenger,2 Wheels,21,0,0,1,0,0,0,0,0,0,0,0,0,0,11,85,7
Minor Arterial,Etobicoke York,Mid-Block,Other,Pedestrian Crossover,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Truck,15,0,1,0,0,0,0,0,1,0,0,0,1,0,23,1,8
Other,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Motorcycle Passenger,2 Wheels,1,0,1,1,0,0,0,0,0,0,0,0,0,0,11,85,9
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,13,0,1,0,0,0,0,1,1,0,0,1,1,1,55,64,7
Major Arterial,Scarborough,Mid-Block,Other,No Control,Rain,Daylight,Wet,Rear End,Passenger,Other,13,0,1,0,0,0,0,0,0,0,0,1,0,1,43,137,1
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,19,0,0,0,0,1,0,0,1,0,0,0,1,0,13,96,5
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,18,0,1,0,0,0,0,0,1,0,0,0,1,0,53,39,12
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Automobile,0,0,1,0,0,0,0,0,0,0,0,0,0,1,42,129,4
Local,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,17,0,1,0,0,0,0,0,1,0,0,0,1,0,13,106,11
Other,Toronto and East York,Exit Ramp,Other,No Control,Clear,Dark,Dry,SMV Other,Motorcycle Passenger,2 Wheels,21,0,0,1,0,0,0,0,0,0,0,0,0,0,11,85,7
Major Arterial,North York,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,13,0,1,0,0,0,0,0,0,0,0,0,1,0,32,36,6
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Passenger,Other,6,0,0,0,1,0,0,0,0,0,0,0,1,1,52,77,10
Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,23,0,1,0,0,0,0,0,0,0,0,0,1,0,42,132,8
Minor Arterial,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,11,0,1,0,0,0,0,0,0,0,0,0,1,0,22,14,8
Collector,North York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Cyclist Collisions,Driver,Automobile,18,1,1,0,0,0,0,0,0,0,0,0,0,0,33,45,2
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Rain,Dark,Ice,Rear End,Driver,Automobile,21,0,1,0,0,0,0,1,1,0,1,0,0,0,23,1,4
Collector,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,17,1,1,0,0,0,0,0,0,0,0,0,0,0,52,76,7
Major Arterial,North York,Intersection,Other,No Control,Rain,Daylight,Wet,Pedestrian Collisions,Pedestrian,Other,7,0,1,0,0,0,0,0,0,0,0,0,1,0,32,34,9
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,16,0,1,0,0,0,0,0,0,0,0,0,1,0,32,34,10
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,8,0,1,0,0,0,0,0,1,0,0,0,1,0,33,42,5
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dawn,Dry,Pedestrian Collisions,Pedestrian,Other,6,0,1,0,0,0,0,0,0,0,0,0,1,0,41,119,11
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Rear End,Passenger,Other,3,0,1,0,0,0,0,1,1,0,0,0,0,1,31,25,4
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Rear End,Driver,Automobile,14,0,1,0,1,1,0,1,1,0,0,0,0,1,33,43,8
Expressway,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,17,0,1,0,0,0,0,0,0,0,0,0,1,0,51,77,3
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Automobile,22,0,1,0,0,0,0,0,1,0,0,0,0,1,33,45,12
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,0,0,1,0,0,0,0,0,1,0,0,0,1,0,42,131,4
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Rain,Dark,Wet,Pedestrian Collisions,Passenger,Other,19,0,1,0,0,0,0,0,0,0,0,0,1,1,52,76,10
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Driver,Automobile,2,0,1,0,0,0,0,0,1,1,0,0,0,1,23,21,6
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,Other,8,0,1,0,0,0,0,0,0,0,0,0,1,1,13,108,3
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Van,12,0,1,0,0,0,0,0,1,0,0,0,1,0,11,88,11
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Passenger,Other,2,0,1,0,0,0,0,0,1,1,0,0,0,1,23,21,6
Major Arterial,Scarborough,Intersection,Other,Traffic Signal,Rain,Dawn,Wet,SMV Other,Driver,Automobile,6,0,1,0,0,0,0,0,0,0,0,0,0,1,41,126,10
Local,Toronto and East York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Bus,22,0,0,0,0,1,0,0,0,0,0,0,1,0,11,86,2
Collector,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Angle,Passenger,Other,14,0,1,0,0,0,0,0,1,0,0,0,0,1,23,1,12
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,9,0,1,0,0,0,0,0,1,0,0,0,1,0,53,103,11
Major Arterial,Etobicoke York,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,18,0,1,0,0,0,0,0,0,0,0,0,1,0,12,111,5
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Turning Movement,Driver,Automobile,9,0,1,0,0,1,0,0,1,0,0,0,0,1,23,6,1
Major Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Dark,Wet,Pedestrian Collisions,Driver,Automobile,17,0,1,0,0,0,0,0,0,0,0,0,1,1,55,68,12
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,8,0,1,0,0,0,0,0,0,0,0,0,1,1,32,36,12
Collector,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,Turning Movement,Passenger,Other,21,0,1,0,0,0,0,0,1,0,0,0,0,1,31,21,6
Major Arterial,North York,Intersection,Other,No Control,Rain,Daylight,Wet,Cyclist Collisions,Driver,Automobile,18,1,1,0,0,0,0,0,1,0,0,0,0,0,31,26,9
Minor Arterial,Toronto and East York,Intersection,Other,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,10,0,1,0,0,0,0,0,0,0,0,0,1,0,12,91,4
Major Arterial,North York,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,11,0,1,0,0,0,0,0,0,0,0,1,1,0,32,36,6
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,10,0,1,1,0,0,0,0,1,0,0,0,0,0,13,102,8
Major Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Dawn,Dry,Angle,Driver,Automobile,1,0,1,0,0,0,0,1,1,0,0,0,0,1,41,119,1
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Turning Movement,Driver,Automobile,1,0,1,0,0,1,0,1,1,0,0,0,0,1,23,8,4
Local,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,12,0,1,0,0,0,0,0,0,0,0,0,1,0,42,116,3
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,18,1,0,0,0,1,0,0,0,0,0,0,0,0,53,103,6
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,21,0,1,0,0,0,0,0,1,0,0,0,1,0,51,73,10
Other,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,Motorcycle Passenger,2 Wheels,10,0,0,1,0,0,0,1,1,0,0,0,0,0,54,57,6
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,20,0,1,0,0,0,0,0,0,0,0,0,1,0,32,39,5
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Other,Driver,Automobile,9,0,1,0,0,0,0,0,1,0,0,0,0,1,41,127,6
Major Arterial,Scarborough,Intersection,Other,No Control,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,20,0,1,0,0,0,0,0,0,0,0,0,1,1,41,125,12
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,Automobile,9,0,1,1,0,0,0,1,1,0,0,0,0,0,52,76,9
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Driver,Automobile,19,1,1,0,0,0,0,0,1,0,0,0,0,0,53,56,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,Other,15,0,1,0,0,0,0,0,0,0,0,0,0,1,31,26,8
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,18,1,1,0,0,0,0,0,1,0,0,0,0,0,55,68,5
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Passenger,Other,16,0,1,0,0,0,0,0,1,1,0,0,0,1,31,27,9
Major Arterial,Etobicoke York,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,12,0,1,0,0,0,0,0,0,0,0,0,1,0,23,1,7
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dawn,Dry,Angle,Driver,Automobile,5,0,1,0,0,0,0,0,1,1,0,1,0,1,42,116,4
Minor Arterial,Toronto and East York,Intersection,Non Intersection,No Control,Clear,Dark,Dry,Approaching,Motorcycle Passenger,2 Wheels,6,0,0,1,0,1,0,0,0,0,0,0,0,0,55,70,9
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,4,0,1,0,0,0,0,0,1,0,0,0,1,0,42,130,5
Major Arterial,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Van,10,0,1,0,0,0,0,0,0,0,0,0,1,0,11,111,10
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Rain,Daylight,Wet,Turning Movement,Vehicle Owner,Other,11,0,1,0,0,0,0,0,0,0,0,0,0,1,12,111,3
Local,Etobicoke York,Intersection,Other,No Control,Clear,Daylight,Wet,SMV Other,Vehicle Owner,Other,15,0,1,0,0,0,0,1,1,0,0,0,0,0,23,7,10
Minor Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Approaching,Driver,Automobile,16,0,1,0,0,0,0,0,0,0,0,0,0,1,43,135,8
Major Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,23,0,1,0,0,0,0,0,0,0,0,0,1,0,41,126,12
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,Other,10,0,1,0,1,0,0,0,1,0,0,0,1,1,53,99,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Rear End,Driver,Automobile,0,0,1,0,0,0,0,0,1,0,0,0,0,1,23,3,8
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Pedestrian Collisions,Passenger,Other,14,0,1,0,0,0,0,0,0,0,0,0,1,1,53,56,1
Local,Scarborough,Intersection,Other,No Control,Clear,Daylight,Dry,Approaching,Motorcycle Passenger,2 Wheels,18,0,1,1,0,0,0,0,0,0,0,0,0,0,43,135,9
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Vehicle Owner,Other,22,0,1,1,0,0,0,0,0,0,0,0,0,1,14,82,6
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Approaching,Driver,Automobile,6,0,1,0,0,0,0,1,1,0,0,0,0,1,51,73,5
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Other,Dark,Other,SMV Other,Driver,Other,0,0,0,0,0,0,0,1,1,0,0,0,0,0,43,140,12
Minor Arterial,Toronto and East York,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Wet,Angle,Vehicle Owner,Other,8,0,1,0,0,0,0,0,1,0,0,0,0,1,11,93,4
Other,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,Rear End,Truck Driver,Truck,1,0,1,0,1,0,0,0,0,0,0,0,0,0,11,85,3
Minor Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Driver,Automobile,21,0,1,0,0,0,0,0,1,1,0,0,0,0,32,50,4
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Approaching,Driver,Automobile,2,0,1,0,0,0,0,0,1,0,0,0,0,1,23,2,4
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Wet,SMV Other,Driver,Automobile,14,0,1,0,0,0,0,1,1,0,0,0,0,0,12,90,1
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,3,0,1,0,0,0,0,0,0,0,0,0,1,1,32,50,7
Local,North York,Intersection,Other,No Control,Clear,Daylight,Dry,SMV Other,Driver,Automobile,10,0,1,0,0,0,0,0,0,0,0,1,0,1,53,99,10
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,1,0,14,78,3
Major Arterial,Toronto and East York,Intersection,Non Intersection,No Control,Other,Dark,Other,SMV Other,Driver,Automobile,3,0,1,0,0,0,0,1,1,0,0,0,0,1,11,89,4
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Automobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,116,6
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,20,0,1,0,0,0,0,0,1,0,0,0,1,0,42,118,9
Major Arterial,North York,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Angle,Driver,Automobile,18,0,1,1,0,0,0,0,1,0,0,0,0,0,33,47,4
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Approaching,Driver,Van,20,0,1,0,0,0,0,0,0,0,0,0,0,0,31,21,2
Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Motorcycle Passenger,2 Wheels,20,0,1,1,0,0,0,0,1,1,0,0,0,0,43,137,8
Other,Other,Intersection,At Intersection,No Control,Rain,Dark,Wet,Turning Movement,Driver,Automobile,7,0,1,0,1,0,0,0,0,0,0,0,0,0,43,136,10
Collector,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,18,0,0,0,1,0,0,0,0,0,0,0,1,0,41,126,2
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Rain,Daylight,Wet,Cyclist Collisions,Cyclist Passenger,2 Wheels,7,1,0,0,1,0,0,0,0,0,0,0,0,0,51,73,6
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Bus,10,0,1,0,0,1,0,0,1,0,0,0,0,1,42,130,11
Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,12,0,1,0,0,0,0,0,0,0,0,0,1,0,55,70,8
Minor Arterial,Etobicoke York,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,9,0,1,0,0,0,0,0,1,0,0,0,1,0,12,111,6
Minor Arterial,Toronto and East York,Intersection,Non Intersection,No Control,Clear,Dark,Dry,Approaching,Motorcycle Passenger,2 Wheels,6,0,0,1,0,1,0,0,0,0,0,0,0,0,55,70,9
Minor Arterial,Toronto and East York,Intersection,Other,No Control,Rain,Daylight,Wet,Pedestrian Collisions,Vehicle Owner,Other,8,0,0,0,1,0,0,0,0,0,0,0,1,0,11,88,11
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,18,0,1,0,0,0,0,0,0,0,0,0,1,1,32,35,11
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Passenger,Other,0,0,1,0,0,0,0,0,1,1,1,0,0,1,43,137,8
Local,North York,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,Passenger,Other,16,0,1,0,0,0,0,0,0,0,0,0,0,1,32,34,9
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Other,Other,Other,17,0,1,0,0,0,0,1,1,0,0,0,0,1,51,77,3
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Vehicle Owner,Other,15,1,1,0,0,0,0,0,1,0,0,0,0,0,42,130,10
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,SMV Other,Driver,Automobile,4,0,1,0,0,0,0,0,0,0,0,0,0,0,32,33,3
Major Arterial,North York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Driver,Automobile,9,1,1,0,0,0,0,1,1,1,0,0,0,0,32,27,11
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,13,0,1,1,0,0,0,0,1,0,0,0,0,0,42,130,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Stop Sign,Rain,Daylight,Wet,Angle,Truck Driver,Truck,17,0,1,0,1,0,0,0,1,0,0,0,0,1,12,110,6
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Driver,Automobile,0,1,1,0,0,0,0,1,1,0,1,0,0,0,31,25,6
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Automobile,6,0,1,0,0,1,0,0,1,1,0,0,0,0,51,73,7
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Vehicle Owner,Other,8,0,1,0,0,0,0,0,1,1,0,0,0,0,43,137,12
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,18,1,1,0,0,0,0,0,0,0,0,0,0,0,31,23,6
Major Arterial,Etobicoke York,Intersection,Other,No Control,Snow,Daylight,Slush,Approaching,Driver,Automobile,15,0,1,0,1,0,0,1,1,0,0,0,0,1,31,23,2
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Passenger,Other,16,0,1,0,0,0,0,0,1,0,0,0,0,1,52,77,7
Minor Arterial,North York,Intersection,Other,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Truck Driver,Truck,15,0,0,0,1,0,0,0,1,0,0,0,1,0,33,47,12
Other,Toronto and East York,Intersection,Other,No Control,Clear,Dark,Dry,SMV Other,Driver,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,0,0,14,77,9
Minor Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,20,0,1,1,0,0,0,1,1,0,0,0,0,1,42,118,7
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,23,0,1,0,0,0,0,0,0,0,0,0,1,0,41,126,7
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,0,0,11,93,8
Major Arterial,Toronto and East York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Bus,13,0,0,0,0,1,0,0,0,0,0,0,1,0,14,77,7
Local,Etobicoke York,Mid-Block,Other,No Control,Clear,Dawn,Dry,Pedestrian Collisions,Pedestrian,Other,6,0,1,0,0,0,0,0,1,0,0,0,1,0,23,1,9
Minor Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,20,0,1,1,0,0,0,0,1,0,0,0,0,0,13,31,8
Major Arterial,Scarborough,Intersection,Non Intersection,No Control,Rain,Dark,Wet,Pedestrian Collisions,Driver,Automobile,19,0,1,0,0,0,0,0,0,0,0,0,1,0,41,124,10
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,23,0,1,0,0,0,0,0,0,0,0,0,1,0,51,72,11
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Truck Driver,Truck,20,1,0,0,1,0,0,0,0,0,0,0,0,0,31,27,4
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,16,0,1,0,0,0,0,0,1,0,0,0,1,0,41,120,9
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,Other,19,0,1,1,0,0,0,1,1,0,0,0,0,1,43,127,6
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Rain,Daylight,Wet,Approaching,Driver,Automobile,6,0,1,0,0,0,0,1,1,0,1,0,0,0,31,23,7
Major Arterial,Scarborough,Mid-Block,Other,No Control,Snow,Dark,Snow,SMV Other,Other,Other,2,0,1,0,0,0,0,0,0,0,0,0,0,1,43,123,12
Major Arterial,Toronto and East York,Intersection,At Intersection,Other,Clear,Dark,Dry,Pedestrian Collisions,Vehicle Owner,Other,1,0,1,0,0,0,0,0,1,0,0,0,1,0,51,72,11
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,22,0,1,0,0,1,0,1,1,0,1,0,1,0,14,82,11
